"id","date","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","f84","f85","f86","f87","f88","f89","f90","f91","f92","f93","f94","f95","f96","f97","f98","f99","f100","f101","f102","f103","f104","f105","f106","f107","f108","f109","f110","f111","f112","f113","f114","f115","f116","f117","f118","f119","f120","f121","f122","f123","f124","f125","f126","f127","f128","f129","f130","f131","f132","f133","f134","f135","f136","f137","f138","f139","f140","f141","f142","f143","f144","f145","f146","f147","f148","f149","f150","f151","f152","f153","f154","f155","f156","f157","f158","f159","f160","f161","f162","f163","f164","f165","f166","f167","f168","f169","f170","f171","f172","f173","f174","f175","f176","f177","f178","f179","f180","f181","f182","f183","f184","f185","f186","f187","f188","f189","f190","f191","f192","f193","f194","f195","f196","f197","f198","f199","f200","f201","f202","f203","f204","f205","f206","f207","f208","f209","f210","f211","f212","f213","f214","f215","f216","f217","f218","f219","f220","f221","f222","f223","f224","f225","f226","f227","f228","f229","f230","f231","f232","f233","f234","f235","f236","f237","f238","f239","f240","f241","f242","f243","f244","f245","f246","f247","f248","f249","f250","f251","f252","f253","f254","f255","f256","f257","f258","f259","f260","f261","f262","f263","f264","f265","f266","f267","f268","f269","f270","f271","f272","f273","f274","f275","f276","f277","f278","f279","f280","f281","f282","f283","f284","f285","f286","f287","f288","f289","f290","f291","f292","f293","f294","f295","f296","f297"
"85426887c8a4f4fd881ae1e79654940e35c68bfd681a5eaac4787f0f82483780","20180122","0","0","1","0","100809","0","2","1","0","0","0","2","2","2","1","2","2","2","1","0","13","0","67","0","1","0","0","1","0","1","0","1","0","1","0","","","","","","","","","","","","","0","1","0","0","0","1","2","1","3","2","2","1","1","2","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","1","1","1","2","2","2","2","2","1","2","1","1","2","1","2","1","3","2","2","2","3","3","2","1","1","1","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","3","4","6","31","49","49","2","1","2","2","1","2","2","3","2","1","1","1","2","2","1","1","2","2","1","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","2","3","2","2","1","2","1","1","2","2","2","2","1","2","2","1","2","1","8","1","1","2","2","1","1","2","2","1","1","1","2","1","2","45","120","233","357","439","14","48","80","108","111","301","302","301","96","302","186","185","186","54","186"
"ee84ac886d80e779aeb5c4af65dbb8e087014d7c98b7973bd9d91d8e2467a341","20180105","0","0","0","1","100803","0","6","2","2","2","0","2","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0","0","0","1","0","0","0","","","","","","","","","","","","","1","0","0","1","1","1","3","3","2","2","2","1","2","2","1","1","2","1","2","1","2","2","2","2","2","2","2","1","2","3","3","2","2","2","34.8","34.8","33.8","33.8","33.8","1","1","1","2","1","1","1","1","1","1","1","2","2","1","2","3","3","3","3","2","3","2","3","3","1","2","1","2","1","1","2","1","2","2","2","2","2","2","1","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","1","2","2","1","1","1","2","2","2","1","2","2","2","2","2","1","3","2","2","2","3","3","3","1","2","1","1","2","1","1","2","2","1","2","1","2","2","2","2","2","1","3","2","2","3","3","3","2","2","1","2","2","1","2","2","2","2","1","2","1","2","1","2","1","1","1","1","2","2","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","2","1","1","1","2","1","1","2","3","3","3","2","3","2","3","2","2","1","2","3","2","2","2","2","2","1","2","2","2","1","2","1","1","1","2","1","2","2","2","1","2","2","1","2","1","1"
"4cbb83002d62e3257d49d3742b0a27eb677ae1c464f69e4b19fe73d095ab8eae","20180204","1","0","1","0","100807","0","7","2","1","1","1","2","1","2","2","2","2","2","2","1","0","1","0","1","0","1","0","0","0","0","1","1","1","0","0","","","","","","","","","","","","","1","1","0","0","1","0","2","2","2","2","2","2","1","1","2","2","2","1","15","1","2","1","3","4","4","5","3","5","2","2","3","2","6","18","1.6","7344.8","43459.3","140.6","7342.5","1","1","2","1","1","2","1","2","1","2","2","5","5","12","19","2","6","6","18","27","3","3","4","6","2","2","2","2","1","1","2","2","1","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","2","2","2","1","1","1","2","1","2","2","2","1","1","2","10","2","2","2","2","1","1","1","2","1","2","1","2","2","1","1","2","2","2","2","2","2","1","2","2","2","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","1","2","2","3","3","4","6","11","1","2","2","1","2","2","1","1","1","2","1","1","2","2","1","2","1","1","2","1","2","2","1","1","2","1","1","2","2","1","1","1","1","2","1","1","1","2","1","2","2","2","2","2","1","1","2","1","2","3","3","5","6","3","5","6","1","2","1","2","3","1","1","2","2","1","2","2","1","1","4","7","1","1","2","2","1","1","2","1","1","2","2","1","1","1","1"
"4e6ba7f2c84040ec8afde9f42c5bee3d53fd24e3df292980a6475fc06138d559","20180123","2","0","1","1","","2","7","2","0","1","0","0","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","2","36","86","149","302","2","1","2","1","2","1","2","2","2","1","2","2","2","3","4","34","80","131","301","301","2","2","1","2","1","35","84","148","301","301","1","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"032045573490536147dc7a4d7863407c3d2dc4e47d8ce58e3b07baef8095d2f3","20180202","1","0","2","0","","1","3","0","0","0","1","1","0","0","1","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171","243","244","243","171","1","2","1","1","1","2","2","2","1","2","2","1","2","2","2","2","1","2","1","3","2","1","1","2","1","1","1","1","1","1","2","1","2","1","2","1","2","2","2","1","1","2","2","4","17","171","244","244","243","213","302","302","301","26","28","27","27","117","148","149","148","244","244","243","149","252","253","253","47","243","302","413","878","34","138","168","180","188","97","301","301","301","302","76","238","238","238","237","2","2","1","2","2","2","2","1","2","2","2","1","1","2","2","2","1","1","2","1","0","1","0","2","","","","","","","","","","","","","","","","","","","",""
"187cbf2082730f6466823adbbbfe8b8e20c6fa6bcf67fe434794804bf9dfe921","20180108","0","0","0","0","100003","1","6","2","1","1","0","1","0","1","1","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","2","2","2","2","2","1","1","1","1","2","1","1","1","2","2","2","3","3","2","3","3","2","1","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","2","2","3","7","9","14","14","14","1","2","1","2","2","3","4","3","1","2","1","2","1","2","2","1","1","2","2","2","1","2","1","2","2","1","2","2","1","1","2","1","1","2","3","3","3","4","1","1","1","1","2","2","1","2","2","2","1","1","1","9","8","2","2","2","2","2","2","2","1","1","1","1","1","2","1","","","","","","","","","","","","","","","","","","","",""
"596c89fe956456a0d990099c35fbca2bba67c32689f0fe63d04baf307b1ce702","20180107","1","0","1","1","","4","1","1","1","0","1","0","0","1","1","0","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","123","122","302","301","2","1","1","2","2","1","2","1","1","2","2","1","2","1","2","122","123","301","302","302","1","2","1","2","2","2","1","1","145","145","2","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"537db04fbbaa2bddc4fbb680cb9b10fc226709827b02233ccc9a5127332fd7c4","20180204","1","1","0","1","100801","0","5","1","1","1","1","0","1","1","0","0","0","1","1","0","1","1","1","1","1","0","0","1","1","1","0","0","1","1","1","","","","","","","","","","","","","1","1","1","0","1","1","6","5","13","14","13","2","1","4","3","4","1","2","64","60","61","60","61","61","301","300","301","300","60","63","63","183","301","301","20965","132279.8","132307.8","72298.1","118399.8","3","2","2","2","2","1","3","2","3","3","2","4","5","7","16","61","61","61","61","66","61","114","301","301","1","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","1","2","1","2","1","2","1","2","1","1","1","1","2","1","2","2","2","61","1","2","2","1","2","2","1","2","2","1","2","1","2","1","1","2","2","1","1","2","2","2","2","3","2","2","1","3","3","3","4","2","1","1","2","2","2","2","1","1","2","2","1","1","2","1","1","2","1","61","61","61","113","302","301","301","2","1","2","1","60","61","61","60","2","2","2","1","1","1","2","1","1","1","2","2","2","2","1","60","60","60","60","61","1","2","2","1","1","60","60","61","60","60","1","1","1","1","1","1","1","1","2","2","60","60","61","156","155","61","115","114","1","1","2","61","61","2","1","1","1","2","2","61","61","61","61","60","1","1","1","1","2","61","61","61","60","61","2","2","2","2","2"
"a18bc6484d6dea76411aed24f9b94790f5f990a16ffceaf4a2fa9b2d81e14310","20180126","1","0","0","0","100808","1","5","2","0","2","0","1","1","1","1","1","2","1","0","1","10","0","60","0","0","0","1","1","0","1","0","0","0","0","0","","","","","","","","","","","","","1","1","0","0","0","0","1","1","2","2","1","1","2","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","2","1","2","1","1","2","1","1","1","2","2","1","1","2","1","1","2","2","4","4","2","2","1","2","1","1","2","1","1","1","2","1","1","1","1","2","1","1","1","2","1","3","2","12","14","1","1","2","2","1","1","2","2","1","2","2","1","2","2","2","2","2","1","1","1","2","2","2","2","1","2","1","1","2","2","1","1","2","1","1","2","2","1","1","2","1","1","2","1","2","2","2","2","1","1","2","1","1","1","2","2","1","2","2","2","1","1","1","1","0","1","1","39","96","288","367","533","22","42","104","123","130","301","302","301","116","272","204","203","204","87","181"
"8841419781118cbfd94a34c7a061623195615582d8eda91f7af8dbe6442110ef","20180116","0","0","0","0","100808","1","5","1","1","2","1","2","0","1","1","2","1","2","0","1","1","0","1","0","1","1","1","1","0","0","0","1","1","1","1","","","","","","","","","","","","","1","1","0","1","0","1","1","1","2","2","2","2","1","2","1","2","2","2","2","1","1","1","1","2","7","7","8","8","2","2","2","6","14","13","151","2731.2","2730.2","460","460","2","2","1","1","2","1","1","2","2","2","2","2","6","5","5","6","6","8","8","8","5","5","9","9","1","1","1","1","2","2","2","2","2","2","2","1","2","1","1","2","2","1","2","2","2","1","1","2","1","2","2","2","1","2","2","2","2","2","1","1","2","1","2","1","2","1","1","1","2","1","1","1","2","2","2","2","2","1","1","1","2","2","2","1","1","2","1","2","1","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","1","1","1","1","2","6","5","9","9","9","1","1","1","2","1","1","1","1","2","1","2","1","2","2","1","1","2","1","2","1","1","2","2","2","2","1","1","1","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","1","1","2","2","1","2","2","2","3","2","1","3","2","2","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","1","1","2","1"
"4cf2141914054e9623011ecfea7b62fcf8d3ba94a825512de3444f0897cae392","20180111","0","1","0","0","100809","0","4","1","0","0","2","2","2","1","1","1","2","1","1","0","25","1","115","0","0","1","0","0","1","1","0","1","0","0","0","","","","","","","","","","","","","1","0","1","1","1","1","1","2","1","1","2","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","2","1","2","2","1","1","1","1","1","2","2","2","2","2","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","2","1","1","1","2","2","1","2","2","2","2","4","4","4","3","1","1","1","2","2","3","2","2","1","2","1","1","2","1","2","1","1","1","2","2","1","1","2","2","1","1","1","1","2","1","2","2","1","3","2","2","8","8","2","2","2","3","3","1","1","1","1","1","1","2","2","3","2","2","2","3","1","1","1","2","1","1","2","2","2","1","2","29","189","280","302","302","21","100","144","156","157","301","302","302","90","301","221","221","221","77","221"
"5fbcdd4d10bcd0747a287d3b9b54f616171111e37def25077e3cceb4786f468d","20180113","0","0","1","0","100808","0","5","2","1","1","1","2","2","1","0","2","1","2","2","1","22","1","110","0","0","1","1","0","0","1","0","0","1","0","1","","","","","","","","","","","","","0","0","0","1","0","1","2","1","1","2","1","2","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","2","1","2","2","1","1","2","2","2","1","2","1","1","1","1","1","1","1","2","3","3","2","1","2","1","1","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","5","15","33","37","38","1","2","1","1","2","3","2","3","2","2","2","1","2","1","2","2","2","1","2","1","1","1","2","1","2","2","2","2","2","1","1","2","1","1","2","3","2","2","2","1","1","2","2","1","1","2","1","2","1","2","1","1","6","1","1","3","2","2","2","2","1","1","1","0","1","1","2","41","77","273","301","302","22","44","118","135","135","302","302","301","79","217","212","213","212","61","157"
